txn_id,txn_date,txn_month,txn_quarter,txn_year,day_of_week,product_name,category,qty_purchased,unit_price_ngn,total_ngn,store_city,payment_method,customer_age_group,customer_gender,uci_invoice_no,uci_stock_code,data_source
TXN0000800,2022-08-22,8,3,2022,Monday,Pampers Small 36pk,Baby & Infant,12,1062,12744,Lagos,Bank Transfer,26-35,F,564050,20972,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000801,2023-03-30,3,1,2023,Thursday,Rice 50kg,Grains & Cereals,12,1436,17232,Jos,Bank Transfer,26-35,M,548325,21245,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000802,2024-11-13,11,4,2024,Wednesday,Rice 50kg,Grains & Cereals,1,10625,10625,Ilorin,Cash,26-35,F,575954,23314,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000803,2022-11-24,11,4,2022,Thursday,Fresh Tomatoes 1kg,Fresh & Perishable,4,3527,14108,Abuja,Bank Transfer,36-45,F,578485,23254,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000804,2022-07-31,7,3,2022,Sunday,Fresh Tomatoes 1kg,Fresh & Perishable,1,5057,5057,Abuja,Cash,26-35,F,561869,85014A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000805,2024-10-20,10,4,2024,Sunday,Bleach 1L,Household Essentials,12,467,5604,Enugu,Bank Transfer,36-45,F,572082,21212,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000806,2024-11-02,11,4,2024,Saturday,Huggies Medium 32pk,Baby & Infant,4,331,1324,Kano,Cash,26-35,F,574082,85071B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000807,2022-10-17,10,4,2022,Monday,Gala Sausage Roll,Snacks & Confectionery,12,1402,16824,Uyo,Bank Transfer,18-25,M,571328,23032,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000808,2024-04-26,4,2,2024,Friday,Geisha Sardines 125g,Canned & Packaged Foods,12,1521,18252,Kano,Cash,46-60,M,551001,85099B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000809,2022-12-12,12,4,2022,Monday,Golden Penny Spaghetti 500g,Pasta & Noodles,2,5057,10114,Abuja,Cash,46-60,M,538365,21755,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000810,2024-05-19,5,2,2024,Sunday,Pampers Small 36pk,Baby & Infant,12,200,2400,Ibadan,Bank Transfer,36-45,M,553863,21084,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000811,2024-11-28,11,4,2024,Thursday,Palm Oil 4L,Condiments & Seasonings,12,2040,24480,Abuja,POS,60+,M,579252,21174,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000812,2024-08-24,8,3,2024,Saturday,Palm Oil 4L,Condiments & Seasonings,12,246,2952,Abuja,Bank Transfer,26-35,F,564346,84077,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000813,2024-07-25,7,3,2024,Thursday,Coca-Cola Crate 24,Beverages,1,2796,2796,Ibadan,Bank Transfer,46-60,M,561214,23192,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000814,2024-04-05,4,2,2024,Friday,Pringles Original 150g,Snacks & Confectionery,12,357,4284,Warri,POS,18-25,F,548916,84692,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000815,2024-08-08,8,3,2024,Thursday,NAN Optipro 400g,Baby & Infant,4,4207,16828,Abuja,POS,36-45,F,562607,23245,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000816,2023-07-01,7,3,2023,Saturday,Peak Milk Tin 400g,Beverages,12,552,6624,Owerri,Cash,36-45,F,558709,84950,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000817,2023-11-04,11,4,2023,Saturday,Coca-Cola Crate 24,Beverages,1,1402,1402,Abuja,Cash,26-35,M,574474,22055,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000818,2023-09-07,9,3,2023,Thursday,Gala Sausage Roll,Snacks & Confectionery,2,3952,7904,Owerri,Bank Transfer,26-35,F,565915,84792,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000819,2023-03-31,3,1,2023,Friday,NAN Optipro 400g,Baby & Infant,6,3612,21672,Kano,Cash,36-45,F,548486,22960,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000820,2024-02-23,2,1,2024,Friday,Pringles Original 150g,Snacks & Confectionery,3,5057,15171,Uyo,Bank Transfer,26-35,M,544692,85014B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000821,2022-10-21,10,4,2022,Friday,Rice 50kg,Grains & Cereals,12,1232,14784,Warri,Cash,18-25,F,572237,22549,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000822,2022-07-08,7,3,2022,Friday,Palm Oil 2L,Cooking Oils & Fats,1,10591,10591,Abuja,Bank Transfer,18-25,M,559488,15056n,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000823,2024-06-06,6,2,2024,Thursday,Gino Tomatoes 400g,Canned & Packaged Foods,12,331,3972,Port Harcourt,Bank Transfer,26-35,F,555603,84422,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000824,2022-11-14,11,4,2022,Monday,Bleach 1L,Household Essentials,1,2091,2091,Abuja,Cash,60+,M,576329,23345,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000825,2023-11-13,11,4,2023,Monday,Eggs Crate 30,Fresh & Perishable,1,357,357,Jos,POS,26-35,F,576054,23120,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000826,2022-05-16,5,2,2022,Monday,Coca-Cola Crate 24,Beverages,1,6341,6341,Owerri,Cash,18-25,M,553393,21262,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000827,2023-06-21,6,2,2023,Wednesday,Indomie Noodles 70g,Snacks & Confectionery,3,1385,4155,Benin City,Bank Transfer,36-45,F,557640,84692,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000828,2023-11-29,11,4,2023,Wednesday,Tomato Paste 400g,Condiments & Seasonings,1,5057,5057,Owerri,Cash,26-35,M,579516,23356,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000829,2023-12-07,12,4,2023,Thursday,Cerelac Wheat 400g,Baby & Infant,10,1768,17680,Aba,Cash,60+,F,581027,23581,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000830,2023-01-09,1,1,2023,Monday,Vegetable Oil 5L,Cooking Oils & Fats,3,1062,3186,Warri,Cash,18-25,M,540537,21868,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000831,2022-09-07,9,3,2022,Wednesday,Palm Oil 4L,Condiments & Seasonings,1,4216,4216,Abuja,Bank Transfer,36-45,F,565917,21108,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000832,2022-03-08,3,1,2022,Tuesday,Tissue Paper 12 rolls,Household Essentials,6,1785,10710,Onitsha,Bank Transfer,60+,F,545910,47599A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000833,2024-10-05,10,4,2024,Saturday,Garri Yellow 10kg,Grains & Cereals,1,1062,1062,Uyo,POS,26-35,F,569670,23345,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000834,2022-10-02,10,4,2022,Sunday,Palm Oil 2L,Cooking Oils & Fats,2,467,934,Uyo,Bank Transfer,26-35,M,569220,23307,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000835,2023-10-23,10,4,2023,Monday,Egusi Ground 500g,Condiments & Seasonings,2,1062,2124,Warri,Cash,18-25,F,572309,21992,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000836,2024-01-25,1,1,2024,Thursday,Geisha Sardines 125g,Canned & Packaged Foods,6,1062,6372,Owerri,Cash,36-45,F,541997,85049E,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000837,2023-11-27,11,4,2023,Monday,Milo 400g,Beverages,4,2116,8464,Warri,POS,26-35,F,578953,23318,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000838,2024-10-24,10,4,2024,Thursday,Omo Detergent 1kg,Personal Care,6,2762,16572,Warri,POS,26-35,M,572542,21890,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000839,2024-11-09,11,4,2024,Saturday,Beans Brown 5kg,Grains & Cereals,12,1521,18252,Lagos,Cash,46-60,M,575206,23581,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000840,2023-11-20,11,4,2023,Monday,Golden Penny Spaghetti 500g,Pasta & Noodles,3,1232,3696,Owerri,Bank Transfer,60+,M,577535,21172,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000841,2023-07-14,7,3,2023,Friday,Egusi Ground 500g,Condiments & Seasonings,12,1402,16824,Benin City,Cash,26-35,F,560052,21207,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000842,2024-12-15,12,4,2024,Sunday,Palm Oil 4L,Condiments & Seasonings,1,3187,3187,Port Harcourt,Bank Transfer,46-60,F,538951,21471,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000843,2022-11-11,11,4,2022,Friday,Cerelac Wheat 400g,Baby & Infant,6,1062,6372,Abuja,Bank Transfer,26-35,F,575754,23372,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000844,2022-07-20,7,3,2022,Wednesday,Tissue Paper 12 rolls,Household Essentials,1,7046,7046,Owerri,Bank Transfer,26-35,F,560772,23014,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000845,2023-11-18,11,4,2023,Saturday,Coca-Cola Crate 24,Beverages,2,4207,8414,Ilorin,POS,18-25,M,577174,22475,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000846,2023-12-10,12,4,2023,Sunday,Cerelac Wheat 400g,Baby & Infant,10,1402,14020,Lagos,Bank Transfer,36-45,M,538312,22077,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000847,2024-12-08,12,4,2024,Sunday,Tomato Paste 400g,Condiments & Seasonings,2,9171,18342,Onitsha,POS,26-35,F,581439,22475,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000848,2022-05-26,5,2,2022,Thursday,Beans Brown 5kg,Grains & Cereals,6,3187,19122,Warri,POS,26-35,F,554825,23299,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000849,2022-10-24,10,4,2022,Monday,Dettol Antiseptic 500ml,Personal Care,1,2796,2796,Owerri,Cash,60+,F,572553,21162,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000850,2024-12-06,12,4,2024,Friday,Plantain Bunch,Fresh & Perishable,6,3578,21468,Jos,Bank Transfer,36-45,F,537237,22694,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000851,2024-12-02,12,4,2024,Monday,Dettol Antiseptic 500ml,Personal Care,12,1062,12744,Aba,Cash,18-25,M,536635,21868,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000852,2023-09-22,9,3,2023,Friday,Rice 50kg,Grains & Cereals,12,1436,17232,Benin City,POS,60+,F,567873,35970,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000853,2024-09-01,9,3,2024,Sunday,Beans Brown 5kg,Grains & Cereals,12,722,8664,Benin City,POS,18-25,M,565083,22741,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000854,2023-10-05,10,4,2023,Thursday,Indomie Noodles 70g,Snacks & Confectionery,5,2116,10580,Kano,POS,46-60,F,569685,23319,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000855,2023-11-16,11,4,2023,Thursday,Milo 400g,Beverages,1,3187,3187,Onitsha,Cash,26-35,M,576687,22508,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000856,2022-06-08,6,2,2022,Wednesday,Cerelac Wheat 400g,Baby & Infant,12,200,2400,Aba,Cash,46-60,F,555933,21084,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000857,2023-06-05,6,2,2023,Monday,Milo 400g,Beverages,10,1768,17680,Lagos,POS,60+,F,555545,22411,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000858,2023-04-27,4,2,2023,Thursday,Coca-Cola Crate 24,Beverages,1,1385,1385,Aba,POS,36-45,F,551339,21240,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000859,2023-12-02,12,4,2023,Saturday,Peak Milk Tin 400g,Beverages,1,9171,9171,Lagos,Bank Transfer,46-60,M,580367,23184,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000860,2023-11-30,11,4,2023,Thursday,Beans Brown 5kg,Grains & Cereals,1,7046,7046,Owerri,Bank Transfer,26-35,F,579787,84997d,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000861,2024-12-04,12,4,2024,Wednesday,Chin-Chin 500g,Snacks & Confectionery,1,4207,4207,Onitsha,Cash,46-60,M,580513,23298,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000862,2023-12-06,12,4,2023,Wednesday,Milo 400g,Beverages,1,3357,3357,Warri,Bank Transfer,36-45,F,580903,22414,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000863,2023-09-13,9,3,2023,Wednesday,Golden Penny Spaghetti 500g,Pasta & Noodles,1,6341,6341,Kaduna,Bank Transfer,46-60,M,566602,22508,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000864,2023-01-06,1,1,2023,Friday,Custard Powder 400g,Canned & Packaged Foods,12,357,4284,Benin City,Cash,26-35,M,540273,22535,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000865,2023-10-13,10,4,2023,Friday,Peak Milk Tin 400g,Beverages,12,1768,21216,Onitsha,POS,46-60,F,570877,23344,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000866,2024-01-27,1,1,2024,Saturday,Fresh Tomatoes 1kg,Fresh & Perishable,12,1657,19884,Enugu,Cash,46-60,F,542369,22244,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000867,2022-06-23,6,2,2022,Thursday,Pringles Original 150g,Snacks & Confectionery,12,1436,17232,Port Harcourt,Bank Transfer,46-60,F,557861,84879,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000868,2024-12-06,12,4,2024,Friday,Omo Detergent 1kg,Personal Care,3,705,2115,Kano,POS,46-60,M,580983,84596B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000869,2024-10-26,10,4,2024,Saturday,Golden Penny Spaghetti 500g,Pasta & Noodles,1,1062,1062,Ilorin,POS,26-35,M,572836,23505,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000870,2024-05-12,5,2,2024,Sunday,Omo Detergent 1kg,Personal Care,2,8457,16914,Aba,Bank Transfer,36-45,F,552969,22607,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000871,2023-10-25,10,4,2023,Wednesday,Wheat Flour 5kg,Grains & Cereals,12,331,3972,Uyo,Bank Transfer,60+,M,572734,21811,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000872,2022-01-09,1,1,2022,Sunday,Dangote Noodles 70g,Pasta & Noodles,12,1062,12744,Lagos,Bank Transfer,26-35,M,540546,20985,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000873,2022-02-21,2,1,2022,Monday,Palm Oil 4L,Condiments & Seasonings,4,2507,10028,Ibadan,Cash,26-35,F,544485,22084,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000874,2022-10-19,10,4,2022,Wednesday,Hollandia Yoghurt 1L,Beverages,1,1402,1402,Ilorin,Cash,26-35,F,571846,23321,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000875,2023-06-08,6,2,2023,Thursday,Maggi Cubes 40pk,Condiments & Seasonings,12,722,8664,Owerri,Bank Transfer,18-25,F,555943,23204,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000876,2022-07-20,7,3,2022,Wednesday,Beans Brown 5kg,Grains & Cereals,2,1768,3536,Ilorin,POS,36-45,F,560723,23215,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000877,2024-02-02,2,1,2024,Friday,Cornedbeef 340g,Canned & Packaged Foods,2,10837,21674,Jos,POS,26-35,M,543011,21735,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000878,2023-02-07,2,1,2023,Tuesday,Pampers Small 36pk,Baby & Infant,3,2796,8388,Kaduna,POS,26-35,F,543358,DCGSSGIRL,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000879,2022-11-02,11,4,2022,Wednesday,Palm Oil 4L,Condiments & Seasonings,12,1062,12744,Ilorin,Cash,26-35,F,574062,23570,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000880,2022-11-23,11,4,2022,Wednesday,Tissue Paper 12 rolls,Household Essentials,12,901,10812,Uyo,POS,46-60,F,578125,21592,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000881,2024-08-30,8,3,2024,Friday,Wheat Flour 5kg,Grains & Cereals,1,705,705,Onitsha,Cash,60+,M,564840,23005,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000882,2023-03-31,3,1,2023,Friday,Eggs Crate 30,Fresh & Perishable,1,1385,1385,Kano,POS,18-25,M,548516,21080,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000883,2024-07-24,7,3,2024,Wednesday,Chin-Chin 500g,Snacks & Confectionery,12,1232,14784,Enugu,Cash,26-35,M,561043,72741,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000884,2023-11-10,11,4,2023,Friday,Huggies Medium 32pk,Baby & Infant,12,331,3972,Enugu,Cash,26-35,M,575634,22094,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000885,2022-07-05,7,3,2022,Tuesday,Gino Tomatoes 400g,Canned & Packaged Foods,1,1402,1402,Benin City,Bank Transfer,46-60,M,558991,22329,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000886,2022-12-01,12,4,2022,Thursday,Maggi Cubes 40pk,Condiments & Seasonings,12,4207,50484,Uyo,Cash,36-45,M,580090,21485,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000887,2023-11-29,11,4,2023,Wednesday,Fresh Tomatoes 1kg,Fresh & Perishable,1,4207,4207,Jos,Bank Transfer,36-45,F,579517,22720,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000888,2024-04-13,4,2,2024,Saturday,Egusi Ground 500g,Condiments & Seasonings,3,5907,17721,Benin City,Bank Transfer,26-35,M,549964,21625,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000889,2022-08-30,8,3,2022,Tuesday,Dangote Noodles 70g,Pasta & Noodles,2,705,1410,Jos,Bank Transfer,26-35,F,564757,84596F,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000890,2024-05-22,5,2,2024,Wednesday,Wheat Flour 5kg,Grains & Cereals,5,2507,12535,Kaduna,Cash,26-35,M,554098,22698,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000891,2024-05-15,5,2,2024,Wednesday,Pringles Original 150g,Snacks & Confectionery,1,6757,6757,Benin City,Cash,26-35,F,553199,22366,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000892,2024-11-22,11,4,2024,Friday,Pringles Original 150g,Snacks & Confectionery,1,705,705,Enugu,Bank Transfer,36-45,M,578065,22037,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000893,2024-12-08,12,4,2024,Sunday,Coca-Cola Crate 24,Beverages,1,1232,1232,Benin City,Bank Transfer,26-35,F,581412,23497,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000894,2022-01-31,1,1,2022,Monday,Cornedbeef 340g,Canned & Packaged Foods,12,722,8664,Warri,Cash,26-35,M,542710,21640,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000895,2023-12-07,12,4,2023,Thursday,Pampers Small 36pk,Baby & Infant,4,5737,22948,Enugu,POS,26-35,M,537598,22468,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000896,2023-02-14,2,1,2023,Tuesday,Dangote Noodles 70g,Pasta & Noodles,1,6757,6757,Enugu,Bank Transfer,26-35,F,543979,48185,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000897,2023-08-18,8,3,2023,Friday,Maggi Cubes 40pk,Condiments & Seasonings,1,2507,2507,Uyo,POS,26-35,F,563638,22665,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000898,2022-09-28,9,3,2022,Wednesday,Golden Penny Spaghetti 500g,Pasta & Noodles,6,2507,15042,Abuja,Cash,60+,F,568589,22364,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000899,2022-09-14,9,3,2022,Wednesday,Wheat Flour 5kg,Grains & Cereals,6,1232,7392,Warri,Cash,26-35,M,566747,21668,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000900,2022-07-07,7,3,2022,Thursday,Huggies Medium 32pk,Baby & Infant,12,467,5604,Port Harcourt,Bank Transfer,60+,F,559300,23309,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000901,2024-04-14,4,2,2024,Sunday,Egusi Ground 500g,Condiments & Seasonings,2,6757,13514,Warri,Cash,18-25,F,550137,48116,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000902,2022-10-06,10,4,2022,Thursday,Plantain Bunch,Fresh & Perishable,2,357,714,Abuja,Cash,18-25,M,569866,22995,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000903,2024-11-11,11,4,2024,Monday,Gino Tomatoes 400g,Canned & Packaged Foods,4,2796,11184,Abuja,Bank Transfer,60+,M,575875,21812,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000904,2023-01-25,1,1,2023,Wednesday,Gino Tomatoes 400g,Canned & Packaged Foods,8,1062,8496,Kaduna,Bank Transfer,46-60,F,542080,20676,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000905,2023-05-03,5,2,2023,Wednesday,Huggies Medium 32pk,Baby & Infant,4,3187,12748,Lagos,Bank Transfer,46-60,M,551548,22107,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000906,2022-03-06,3,1,2022,Sunday,Wheat Flour 5kg,Grains & Cereals,3,2507,7521,Warri,POS,36-45,M,545696,22699,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000907,2024-10-02,10,4,2024,Wednesday,Maggi Cubes 40pk,Condiments & Seasonings,2,467,934,Owerri,Cash,26-35,F,569220,23308,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000908,2023-09-25,9,3,2023,Monday,Milo 400g,Beverages,12,323,3876,Jos,POS,26-35,F,568150,21287,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000909,2023-11-23,11,4,2023,Thursday,Tomato Paste 400g,Condiments & Seasonings,1,13421,13421,Jos,Bank Transfer,26-35,F,578270,22660,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000910,2023-05-12,5,2,2023,Friday,Garri Yellow 10kg,Grains & Cereals,3,3187,9561,Kano,Bank Transfer,26-35,M,553014,22109,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000911,2024-08-30,8,3,2024,Friday,Cerelac Wheat 400g,Baby & Infant,3,4921,14763,Ibadan,POS,26-35,F,564835,22699,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000912,2022-10-27,10,4,2022,Thursday,Dettol Antiseptic 500ml,Personal Care,12,1785,21420,Enugu,Bank Transfer,26-35,M,573002,21561,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000913,2022-11-24,11,4,2022,Thursday,Maggi Cubes 40pk,Condiments & Seasonings,3,6341,19023,Onitsha,Bank Transfer,26-35,F,578344,82494L,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000914,2022-06-22,6,2,2022,Wednesday,Beans Brown 5kg,Grains & Cereals,10,1402,14020,Ibadan,Cash,46-60,F,557676,22082,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000915,2023-12-19,12,4,2023,Tuesday,Pringles Original 150g,Snacks & Confectionery,10,1402,14020,Uyo,POS,60+,F,539484,22738,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000916,2022-01-05,1,1,2022,Wednesday,Hollandia Yoghurt 1L,Beverages,2,7199,14398,Kano,Cash,36-45,F,540154,84968A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000917,2022-04-10,4,2,2022,Sunday,Gala Sausage Roll,Snacks & Confectionery,2,4207,8414,Kano,POS,60+,F,549553,22139,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000918,2024-07-27,7,3,2024,Saturday,Palm Oil 4L,Condiments & Seasonings,1,3510,3510,Aba,POS,36-45,M,561513,72351B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000919,2024-04-04,4,2,2024,Thursday,Eggs Crate 30,Fresh & Perishable,12,2167,26004,Abuja,Cash,18-25,M,548807,22083,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000920,2023-10-21,10,4,2023,Saturday,Palm Oil 2L,Cooking Oils & Fats,12,4207,50484,Benin City,Cash,46-60,M,572125,23313,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000921,2023-11-14,11,4,2023,Tuesday,Milo 400g,Beverages,4,2091,8364,Onitsha,Cash,26-35,F,576339,84926F,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000922,2023-10-24,10,4,2023,Tuesday,Palm Oil 2L,Cooking Oils & Fats,3,3510,10530,Benin City,Bank Transfer,46-60,F,572540,22328,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000923,2024-02-17,2,1,2024,Saturday,Hollandia Yoghurt 1L,Beverages,1,2507,2507,Onitsha,Cash,60+,F,544324,22173,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000924,2022-08-23,8,3,2022,Tuesday,Huggies Medium 32pk,Baby & Infant,4,1232,4928,Lagos,Cash,26-35,M,564135,22142,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000925,2023-07-05,7,3,2023,Wednesday,Huggies Medium 32pk,Baby & Infant,2,2796,5592,Owerri,Cash,26-35,F,559039,20718,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000926,2023-08-19,8,3,2023,Saturday,Vegetable Oil 5L,Cooking Oils & Fats,10,1402,14020,Aba,Cash,60+,F,563808,20725,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000927,2024-03-31,3,1,2024,Sunday,Palm Oil 2L,Cooking Oils & Fats,2,4921,9842,Abuja,Cash,46-60,F,548516,22364,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000928,2023-12-06,12,4,2023,Wednesday,Tomato Paste 400g,Condiments & Seasonings,1,7012,7012,Owerri,Cash,36-45,M,580997,23283,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000929,2024-10-28,10,4,2024,Monday,Gino Tomatoes 400g,Canned & Packaged Foods,1,1768,1768,Uyo,POS,18-25,M,573300,22663,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000930,2024-11-15,11,4,2024,Friday,Garri Yellow 10kg,Grains & Cereals,2,7012,14024,Warri,Cash,60+,F,576592,23284,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000931,2024-03-07,3,1,2024,Thursday,Cerelac Wheat 400g,Baby & Infant,2,4207,8414,Port Harcourt,Cash,36-45,F,545797,22720,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000932,2024-11-16,11,4,2024,Saturday,Wheat Flour 5kg,Grains & Cereals,12,3527,42324,Aba,POS,60+,M,576677,23238,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000933,2023-09-15,9,3,2023,Friday,Dettol Antiseptic 500ml,Personal Care,12,3612,43344,Port Harcourt,Bank Transfer,46-60,F,566829,22111,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000934,2023-06-29,6,2,2023,Thursday,Peak Milk Tin 400g,Beverages,1,7225,7225,Enugu,Bank Transfer,18-25,F,558467,22191,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0000935,2024-07-06,7,3,2024,Saturday,Dettol Antiseptic 500ml,Personal Care,12,200,2400,Lagos,POS,26-35,F,559122,22610,UCI Online Retail Dataset (Nigerian market adaptation)
